,sequences,sequence_tok
8635,"She said Prime Minister Bayu had ordered close attention to children , people with disabilities , the elderly , and so on , to strengthen care for vulnerable groups .","['She', 'said', 'Prime', 'Minister', 'Bayu', 'had', 'ordered', 'close', 'attention', 'to', 'children', ',', 'people', 'with', 'disabilities', ',', 'the', 'elderly', ',', 'and', 'so', 'on', ',', 'to', 'strengthen', 'care', 'for', 'vulnerable', 'groups', '.']"
8636,"Of these , 12,152 were discharged from Hong Kong Special Administrative Region ( 11,867 and 213 died ) , 63 were discharged from Macau Special Administrative Region ( 63 ) , and 16,123 were discharged from Taiwan ( 13,742 and 839 died ) .","['Of', 'these', ',', '12,152', 'were', 'discharged', 'from', 'Hong', 'Kong', 'Special', 'Administrative', 'Region', '(', '11,867', 'and', '213', 'died', ')', ',', '63', 'were', 'discharged', 'from', 'Macau', 'Special', 'Administrative', 'Region', '(', '63', ')', ',', 'and', '16,123', 'were', 'discharged', 'from', 'Taiwan', '(', '13,742', 'and', '839', 'died', ')', '.']"
8637,"At the end of Wuhan's streets , the number of people wearing masks in the heat has not decreased .","['At', 'the', 'end', 'of', ""Wuhan's"", 'streets', ',', 'the', 'number', 'of', 'people', 'wearing', 'masks', 'in', 'the', 'heat', 'has', 'not', 'decreased', '.']"
8638,Everyone is the first person to be responsible for his own health .,"['Everyone', 'is', 'the', 'first', 'person', 'to', 'be', 'responsible', 'for', 'his', 'own', 'health', '.']"
8639,The details of the new case are released by the relevant regional municipality .,"['The', 'details', 'of', 'the', 'new', 'case', 'are', 'released', 'by', 'the', 'relevant', 'regional', 'municipality', '.']"
8640,"If there are symptoms such as fever and cough , they should promptly go to the fever clinic for medical treatment and report the history of residence and contact as they are .","['If', 'there', 'are', 'symptoms', 'such', 'as', 'fever', 'and', 'cough', ',', 'they', 'should', 'promptly', 'go', 'to', 'the', 'fever', 'clinic', 'for', 'medical', 'treatment', 'and', 'report', 'the', 'history', 'of', 'residence', 'and', 'contact', 'as', 'they', 'are', '.']"
8641,""" Previously , there had been cases of staff infection at Shenzhen Baoan International Airport and Shanghai Pudong International Airport .","['""', 'Previously', ',', 'there', 'had', 'been', 'cases', 'of', 'staff', 'infection', 'at', 'Shenzhen', 'Baoan', 'International', 'Airport', 'and', 'Shanghai', 'Pudong', 'International', 'Airport', '.']"
8642,How far is anthrax really from us ?,"['How', 'far', 'is', 'anthrax', 'really', 'from', 'us', '?']"
8643,"Yang Dashun , deputy director of the Nanjing Health Commission , said on the 26th that eight of the 38 newly diagnosed cases of new indigenous canguard pneumonia were asymptomatic infections converted to confirmed cases , and 30 cases were found among isolated and controlled populations .","['Yang', 'Dashun', ',', 'deputy', 'director', 'of', 'the', 'Nanjing', 'Health', 'Commission', ',', 'said', 'on', 'the', '26th', 'that', 'eight', 'of', 'the', '38', 'newly', 'diagnosed', 'cases', 'of', 'new', 'indigenous', 'canguard', 'pneumonia', 'were', 'asymptomatic', 'infections', 'converted', 'to', 'confirmed', 'cases', ',', 'and', '30', 'cases', 'were', 'found', 'among', 'isolated', 'and', 'controlled', 'populations', '.']"
8644,Original title : Zhejiang briefing : The current round of the epidemic in Ningbo excluded the links between the epidemic in China and the outbreak in Ningbo .,"['Original', 'title', ':', 'Zhejiang', 'briefing', ':', 'The', 'current', 'round', 'of', 'the', 'epidemic', 'in', 'Ningbo', 'excluded', 'the', 'links', 'between', 'the', 'epidemic', 'in', 'China', 'and', 'the', 'outbreak', 'in', 'Ningbo', '.']"
8645,"Case 7 confirmed : Yang XX , male , aged 41 , Quanzhou , Fujian , light .","['Case', '7', 'confirmed', ':', 'Yang', 'XX', ',', 'male', ',', 'aged', '41', ',', 'Quanzhou', ',', 'Fujian', ',', 'light', '.']"
8646,"Among them , anthrax is the most common , accounting for 95 per cent of the cases .","['Among', 'them', ',', 'anthrax', 'is', 'the', 'most', 'common', ',', 'accounting', 'for', '95', 'per', 'cent', 'of', 'the', 'cases', '.']"
8647,He sent his family to the Four Seasons Garden Nukuda Wisdom Chain Clinic for medical treatment .,"['He', 'sent', 'his', 'family', 'to', 'the', 'Four', 'Seasons', 'Garden', 'Nukuda', 'Wisdom', 'Chain', 'Clinic', 'for', 'medical', 'treatment', '.']"
8648,"Of the newly diagnosed cases , 359 were community - transmitted infections and 152 were imported cases , mostly from Thailand .","['Of', 'the', 'newly', 'diagnosed', 'cases', ',', '359', 'were', 'community', '-', 'transmitted', 'infections', 'and', '152', 'were', 'imported', 'cases', ',', 'mostly', 'from', 'Thailand', '.']"
8649,""" According to the data released by the Indian Ministry of Health on August 24 , there are 31,382 new confirmed cases of new crown , 318 new cases of death , nearly 33.6 million cumulative cases of confirmed cases , and nearly 450,000 cumulative cases of death in India on a single day .","['""', 'According', 'to', 'the', 'data', 'released', 'by', 'the', 'Indian', 'Ministry', 'of', 'Health', 'on', 'August', '24', ',', 'there', 'are', '31,382', 'new', 'confirmed', 'cases', 'of', 'new', 'crown', ',', '318', 'new', 'cases', 'of', 'death', ',', 'nearly', '33.6', 'million', 'cumulative', 'cases', 'of', 'confirmed', 'cases', ',', 'and', 'nearly', '450,000', 'cumulative', 'cases', 'of', 'death', 'in', 'India', 'on', 'a', 'single', 'day', '.']"
8650,"Beijing held a press conference on August 1 , recommending that the public minimize the number of activities to be undertaken in Beijing , including travel to Beijing , and explicitly demanded that parks , scenic spots , and historical places be opened according to the 60 % limit .","['Beijing', 'held', 'a', 'press', 'conference', 'on', 'August', '1', ',', 'recommending', 'that', 'the', 'public', 'minimize', 'the', 'number', 'of', 'activities', 'to', 'be', 'undertaken', 'in', 'Beijing', ',', 'including', 'travel', 'to', 'Beijing', ',', 'and', 'explicitly', 'demanded', 'that', 'parks', ',', 'scenic', 'spots', ',', 'and', 'historical', 'places', 'be', 'opened', 'according', 'to', 'the', '60', '%', 'limit', '.']"
8651,"1 In Kentucky , the hospitalization rate for New Crown Pneumonia increased 867 % in two months According to US media reports , the number of newly diagnosed cases of new crown pneumonia in Kentucky has continued to increase .","['1', 'In', 'Kentucky', ',', 'the', 'hospitalization', 'rate', 'for', 'New', 'Crown', 'Pneumonia', 'increased', '867', '%', 'in', 'two', 'months', 'According', 'to', 'US', 'media', 'reports', ',', 'the', 'number', 'of', 'newly', 'diagnosed', 'cases', 'of', 'new', 'crown', 'pneumonia', 'in', 'Kentucky', 'has', 'continued', 'to', 'increase', '.']"
8652,"Zhengzhou : 11 people diagnosed 16 without symptoms Zhengzhou : 11 people diagnosed 16 without symptoms ] On the evening of July 31 , Henan Province .","['Zhengzhou', ':', '11', 'people', 'diagnosed', '16', 'without', 'symptoms', 'Zhengzhou', ':', '11', 'people', 'diagnosed', '16', 'without', 'symptoms', ']', 'On', 'the', 'evening', 'of', 'July', '31', ',', 'Henan', 'Province', '.']"
8653,"As of September 12 , 2021 , 24 : 30 , there were a cumulative total of 2161 confirmed cases of imported cases , 2,063 discharged cases , 98 treated cases in hospital ( of which 1 serious case ) .","['As', 'of', 'September', '12', ',', '2021', ',', '24', ':', '30', ',', 'there', 'were', 'a', 'cumulative', 'total', 'of', '2161', 'confirmed', 'cases', 'of', 'imported', 'cases', ',', '2,063', 'discharged', 'cases', ',', '98', 'treated', 'cases', 'in', 'hospital', '(', 'of', 'which', '1', 'serious', 'case', ')', '.']"
8654,"At the briefing , Ding Jie , deputy director of the Nanjing Center for Disease Control , briefed the people on the source of the virus of this round .","['At', 'the', 'briefing', ',', 'Ding', 'Jie', ',', 'deputy', 'director', 'of', 'the', 'Nanjing', 'Center', 'for', 'Disease', 'Control', ',', 'briefed', 'the', 'people', 'on', 'the', 'source', 'of', 'the', 'virus', 'of', 'this', 'round', '.']"
8655,"Recently , several local health departments have issued a nuclear acid test protection reminder .","['Recently', ',', 'several', 'local', 'health', 'departments', 'have', 'issued', 'a', 'nuclear', 'acid', 'test', 'protection', 'reminder', '.']"
8656,"Professor William Moss of Johns Hopkins University confirmed this surge , saying , "" Delta's mutant strain is spreading .","['Professor', 'William', 'Moss', 'of', 'Johns', 'Hopkins', 'University', 'confirmed', 'this', 'surge', ',', 'saying', ',', '""', ""Delta's"", 'mutant', 'strain', 'is', 'spreading', '.']"
8657,""" At a test point at the junction of Chengbei Road and Lingyun Road , a little child's nuclear acid test lead , which was brittle , was fun for everyone .","['""', 'At', 'a', 'test', 'point', 'at', 'the', 'junction', 'of', 'Chengbei', 'Road', 'and', 'Lingyun', 'Road', ',', 'a', 'little', ""child's"", 'nuclear', 'acid', 'test', 'lead', ',', 'which', 'was', 'brittle', ',', 'was', 'fun', 'for', 'everyone', '.']"
8658,"The nucleic acid test at the central isolation point was positive on August 26 , and was transferred to the designated hospital for isolated treatment .","['The', 'nucleic', 'acid', 'test', 'at', 'the', 'central', 'isolation', 'point', 'was', 'positive', 'on', 'August', '26', ',', 'and', 'was', 'transferred', 'to', 'the', 'designated', 'hospital', 'for', 'isolated', 'treatment', '.']"
8659,Article Total Reading Last day Shanghai added 1 new local newly diagnosed case of new crown pneumonia .,"['Article', 'Total', 'Reading', 'Last', 'day', 'Shanghai', 'added', '1', 'new', 'local', 'newly', 'diagnosed', 'case', 'of', 'new', 'crown', 'pneumonia', '.']"
8660,"In an interview with the Xinhua reporter , Ecuadorian Minister of Health , Himena Galsson , said : "" Ecuador is very grateful to the Chinese Government for its support .","['In', 'an', 'interview', 'with', 'the', 'Xinhua', 'reporter', ',', 'Ecuadorian', 'Minister', 'of', 'Health', ',', 'Himena', 'Galsson', ',', 'said', ':', '""', 'Ecuador', 'is', 'very', 'grateful', 'to', 'the', 'Chinese', 'Government', 'for', 'its', 'support', '.']"
8661,Avoid going out if you experience fever or respiratory symptoms .,"['Avoid', 'going', 'out', 'if', 'you', 'experience', 'fever', 'or', 'respiratory', 'symptoms', '.']"
8662,"Recently residing in Cambodia , entered from land port on July 10 , transited to central isolation point for quarantine observation .","['Recently', 'residing', 'in', 'Cambodia', ',', 'entered', 'from', 'land', 'port', 'on', 'July', '10', ',', 'transited', 'to', 'central', 'isolation', 'point', 'for', 'quarantine', 'observation', '.']"
8663,""" In addition , communities living in Beijing need to be informed in advance to abide by their regulations on immunization .","['""', 'In', 'addition', ',', 'communities', 'living', 'in', 'Beijing', 'need', 'to', 'be', 'informed', 'in', 'advance', 'to', 'abide', 'by', 'their', 'regulations', 'on', 'immunization', '.']"
8664,"According to WHO , the Delta virus strain was detected in 132 countries , with more than 80 per cent detected in some countries .","['According', 'to', 'WHO', ',', 'the', 'Delta', 'virus', 'strain', 'was', 'detected', 'in', '132', 'countries', ',', 'with', 'more', 'than', '80', 'per', 'cent', 'detected', 'in', 'some', 'countries', '.']"
8665,"They are highly similar to the previously reported cases of imported cases of Yang and Xu , and belong to the same transmission chain in conjunction with epidemiological investigations .","['They', 'are', 'highly', 'similar', 'to', 'the', 'previously', 'reported', 'cases', 'of', 'imported', 'cases', 'of', 'Yang', 'and', 'Xu', ',', 'and', 'belong', 'to', 'the', 'same', 'transmission', 'chain', 'in', 'conjunction', 'with', 'epidemiological', 'investigations', '.']"
8666,"July 25 : 7 : 25 Leave Hei Cheng Spring , 7 : 30 arrive near the Iwata Alley , 8 : 00 arrive near Moon Bay Phase 3 , 11 : 45 arrive at Hei Cheng Spring , 12 : 00 arrive at Xixi Ping , 13 : 00 arrive at the community of Moon Island , 16 : 35 arrive near Iwata Alley , 17 Arrive near Moon Bay Phase III at 4 : 47 and arrive at Xi Cheng in Spring at 21 : 40 and stop .","['July', '25', ':', '7', ':', '25', 'Leave', 'Hei', 'Cheng', 'Spring', ',', '7', ':', '30', 'arrive', 'near', 'the', 'Iwata', 'Alley', ',', '8', ':', '00', 'arrive', 'near', 'Moon', 'Bay', 'Phase', '3', ',', '11', ':', '45', 'arrive', 'at', 'Hei', 'Cheng', 'Spring', ',', '12', ':', '00', 'arrive', 'at', 'Xixi', 'Ping', ',', '13', ':', '00', 'arrive', 'at', 'the', 'community', 'of', 'Moon', 'Island', ',', '16', ':', '35', 'arrive', 'near', 'Iwata', 'Alley', ',', '17', 'Arrive', 'near', 'Moon', 'Bay', 'Phase', 'III', 'at', '4', ':', '47', 'and', 'arrive', 'at', 'Xi', 'Cheng', 'in', 'Spring', 'at', '21', ':', '40', 'and', 'stop', '.']"
8667,He has been provided with a medical treatment to the medical staff .,"['He', 'has', 'been', 'provided', 'with', 'a', 'medical', 'treatment', 'to', 'the', 'medical', 'staff', '.']"
8668,"Sichuan Chengdu , Meishan , Guangdong Zhuhai , Foshan , Huizhou and many other places have issued emergency alerts one after another , requiring personnel from Putian Xianyou to take the initiative to report the case and comply with the district's arrangements for disease prevention and control measures .","['Sichuan', 'Chengdu', ',', 'Meishan', ',', 'Guangdong', 'Zhuhai', ',', 'Foshan', ',', 'Huizhou', 'and', 'many', 'other', 'places', 'have', 'issued', 'emergency', 'alerts', 'one', 'after', 'another', ',', 'requiring', 'personnel', 'from', 'Putian', 'Xianyou', 'to', 'take', 'the', 'initiative', 'to', 'report', 'the', 'case', 'and', 'comply', 'with', 'the', ""district's"", 'arrangements', 'for', 'disease', 'prevention', 'and', 'control', 'measures', '.']"
8669,"On July 31 , 2021 , Yangzhou newly diagnosed 12 new cases of New Crown pneumonia , all of which have been in close contact with the imported confirmed cases and associated cases in Nanjing .","['On', 'July', '31', ',', '2021', ',', 'Yangzhou', 'newly', 'diagnosed', '12', 'new', 'cases', 'of', 'New', 'Crown', 'pneumonia', ',', 'all', 'of', 'which', 'have', 'been', 'in', 'close', 'contact', 'with', 'the', 'imported', 'confirmed', 'cases', 'and', 'associated', 'cases', 'in', 'Nanjing', '.']"
8670,", transferred from 120 negative pressure ambulances to a targeted hospital for isolation treatment . A diagnosis of Newcrown pneumonia ( general type ) was made after consultation with a municipal expert and combined with clinical , imaging and laboratory nucleic acid test results .","[',', 'transferred', 'from', '120', 'negative', 'pressure', 'ambulances', 'to', 'a', 'targeted', 'hospital', 'for', 'isolation', 'treatment', '.', 'A', 'diagnosis', 'of', 'Newcrown', 'pneumonia', '(', 'general', 'type', ')', 'was', 'made', 'after', 'consultation', 'with', 'a', 'municipal', 'expert', 'and', 'combined', 'with', 'clinical', ',', 'imaging', 'and', 'laboratory', 'nucleic', 'acid', 'test', 'results', '.']"
